0.000000, -0.313174
0.010010, -0.344958
0.020020, -0.309524
0.030030, -0.327127
0.040040, -0.330762
0.050050, -0.324085
0.060060, -0.330263
0.070070, -0.328318
0.080080, -0.330390
0.090090, -0.320478
0.100100, -0.305507
0.110110, -0.322457
0.120120, -0.311564
0.130130, -0.303087
0.140140, -0.321913
0.150150, -0.340406
0.160160, -0.346225
0.170170, -0.331545
0.180180, -0.307182
0.190190, -0.330659
0.200200, -0.336409
0.210210, -0.346522
0.220220, -0.305400
0.230230, -0.298884
0.240240, -0.340947
0.250250, -0.329008
0.260260, -0.331714
0.270270, -0.315522
0.280280, -0.347375
0.290290, -0.359342
0.300300, -0.307248
0.310310, -0.318113
0.320320, -0.341834
0.330330, -0.346663
0.340340, -0.334233
0.350350, -0.346815
0.360360, -0.325822
0.370370, -0.334956
0.380380, -0.346064
0.390390, -0.310291
0.400400, -0.332607
0.410410, -0.325770
0.420420, -0.328498
0.430430, -0.360193
0.440440, -0.321103
0.450450, -0.343671
0.460460, -0.327161
0.470470, -0.290129
0.480480, -0.316186
0.490490, -0.339040
0.500501, -0.323721
0.510511, -0.313475
0.520521, -0.322278
0.530531, -0.323593
0.540541, -0.325434
0.550551, -0.303621
0.560561, -0.350643
0.570571, -0.340419
0.580581, -0.344221
0.590591, -0.315866
0.600601, -0.345001
0.610611, -0.336541
0.620621, -0.319238
0.630631, -0.323051
0.640641, -0.338761
0.650651, -0.321150
0.660661, -0.301351
0.670671, -0.311402
0.680681, -0.325592
0.690691, -0.365327
0.700701, -0.333867
0.710711, -0.307413
0.720721, -0.341400
0.730731, -0.303702
0.740741, -0.324899
0.750751, -0.324575
0.760761, -0.320429
0.770771, -0.331153
0.780781, -0.316131
0.790791, -0.349500
0.800801, -0.325823
0.810811, -0.310623
0.820821, -0.338047
0.830831, -0.306530
0.840841, -0.294007
0.850851, -0.320137
0.860861, -0.295414
0.870871, -0.322739
0.880881, -0.312442
0.890891, -0.331105
0.900901, -0.309373
0.910911, -0.346049
0.920921, -0.344726
0.930931, -0.313596
0.940941, -0.328328
0.950951, -0.359721
0.960961, -0.319241
0.970971, -0.320962
0.980981, -0.302180
0.990991, -0.295671
1.001001, -0.294005
1.011011, -0.272343
1.021021, -0.294360
1.031031, -0.312829
1.041041, -0.299590
1.051051, -0.299793
1.061061, -0.283082
1.071071, -0.284350
1.081081, -0.263631
1.091091, -0.269101
1.101101, -0.269906
1.111111, -0.279456
1.121121, -0.268316
1.131131, -0.276103
1.141141, -0.226529
1.151151, -0.251064
1.161161, -0.247041
1.171171, -0.244742
1.181181, -0.240009
1.191191, -0.214277
1.201201, -0.212917
1.211211, -0.224754
1.221221, -0.245247
1.231231, -0.220829
1.241241, -0.216499
1.251251, -0.237941
1.261261, -0.220251
1.271271, -0.207544
1.281281, -0.197477
1.291291, -0.177897
1.301301, -0.155137
1.311311, -0.132798
1.321321, -0.179566
1.331331, -0.156779
1.341341, -0.121886
1.351351, -0.135314
1.361361, -0.134588
1.371371, -0.106647
1.381381, -0.115053
1.391391, -0.128239
1.401401, -0.132512
1.411411, -0.087587
1.421421, -0.094110
1.431431, -0.084875
1.441441, -0.027602
1.451451, -0.025725
1.461461, -0.034622
1.471471, -0.039366
1.481481, -0.048399
1.491491, -0.007491
1.501502, -0.014767
1.511512, 0.017836
1.521522, 0.015282
