0.000000, 0.000000
0.010010, 0.004980
0.020020, 0.009911
0.030030, 0.014793
0.040040, 0.019627
0.050050, 0.024414
0.060060, 0.029155
0.070070, 0.033850
0.080080, 0.038500
0.090090, 0.043106
0.100100, 0.047668
0.110110, 0.052188
0.120120, 0.056665
0.130130, 0.061101
0.140140, 0.065496
0.150150, 0.069851
0.160160, 0.074166
0.170170, 0.078443
0.180180, 0.082682
0.190190, 0.086883
0.200200, 0.091047
0.210210, 0.095175
0.220220, 0.099268
0.230230, 0.103326
0.240240, 0.107349
0.250250, 0.111339
0.260260, 0.115296
0.270270, 0.119220
0.280280, 0.123112
0.290290, 0.126973
0.300300, 0.130804
0.310310, 0.134604
0.320320, 0.138375
0.330330, 0.142117
0.340340, 0.145830
0.350350, 0.149516
0.360360, 0.153175
0.370370, 0.156806
0.380380, 0.160412
0.390390, 0.163992
0.400400, 0.167546
0.410410, 0.171077
0.420420, 0.174583
0.430430, 0.178065
0.440440, 0.181525
0.450450, 0.184962
0.460460, 0.188377
0.470470, 0.191770
0.480480, 0.195142
0.490490, 0.198494
0.500501, 0.201826
0.510511, 0.205138
0.520521, 0.208431
0.530531, 0.211705
0.540541, 0.214961
0.550551, 0.218199
0.560561, 0.221420
0.570571, 0.224624
0.580581, 0.227812
0.590591, 0.230984
0.600601, 0.234140
0.610611, 0.237281
0.620621, 0.240407
0.630631, 0.243519
0.640641, 0.246618
0.650651, 0.249702
0.660661, 0.252774
0.670671, 0.255834
0.680681, 0.258881
0.690691, 0.261916
0.700701, 0.264940
0.710711, 0.267953
0.720721, 0.270955
0.730731, 0.273947
0.740741, 0.276930
0.750751, 0.279902
0.760761, 0.282866
0.770771, 0.285821
0.780781, 0.288768
0.790791, 0.291707
0.800801, 0.294638
0.810811, 0.297562
0.820821, 0.300479
0.830831, 0.303390
0.840841, 0.306294
0.850851, 0.309193
0.860861, 0.312087
0.870871, 0.314975
0.880881, 0.317858
0.890891, 0.320738
0.900901, 0.323613
0.910911, 0.326484
0.920921, 0.329352
0.930931, 0.332217
0.940941, 0.335079
0.950951, 0.337939
0.960961, 0.340797
0.970971, 0.343654
0.980981, 0.346509
0.990991, 0.349363
1.001001, 0.352216
1.011011, 0.355068
1.021021, 0.357921
1.031031, 0.360774
1.041041, 0.363628
1.051051, 0.366482
1.061061, 0.369338
1.071071, 0.372195
1.081081, 0.375054
1.091091, 0.377915
1.101101, 0.380779
1.111111, 0.383646
1.121121, 0.386515
1.131131, 0.389388
1.141141, 0.392265
1.151151, 0.395146
1.161161, 0.398031
1.171171, 0.400920
1.181181, 0.403815
1.191191, 0.406715
1.201201, 0.409620
1.211211, 0.412532
1.221221, 0.415449
1.231231, 0.418374
1.241241, 0.421304
1.251251, 0.424242
1.261261, 0.427188
1.271271, 0.430141
1.281281, 0.433102
1.291291, 0.436071
1.301301, 0.439050
1.311311, 0.442037
1.321321, 0.445033
1.331331, 0.448039
1.341341, 0.451054
1.351351, 0.454080
1.361361, 0.457117
1.371371, 0.460164
1.381381, 0.463222
1.391391, 0.466292
1.401401, 0.469373
1.411411, 0.472467
1.421421, 0.475572
1.431431, 0.478691
1.441441, 0.481822
1.451451, 0.484967
1.461461, 0.488125
1.471471, 0.491298
1.481481, 0.494484
1.491491, 0.497685
1.501502, 0.500901
1.511512, 0.504132
1.521522, 0.507379
1.531532, 0.510642
1.541542, 0.513920
1.551552, 0.517216
1.561562, 0.520528
1.571572, 0.523857
1.581582, 0.527204
1.591592, 0.530569
1.601602, 0.533952
1.611612, 0.537353
1.621622, 0.540773
1.631632, 0.544213
1.641642, 0.547672
1.651652, 0.551151
1.661662, 0.554650
1.671672, 0.558170
1.681682, 0.561710
1.691692, 0.565273
1.701702, 0.568856
1.711712, 0.572462
1.721722, 0.576090
1.731732, 0.579741
1.741742, 0.583415
1.751752, 0.587113
1.761762, 0.590834
1.771772, 0.594580
1.781782, 0.598350
1.791792, 0.602145
1.801802, 0.605966
1.811812, 0.609813
1.821822, 0.613685
1.831832, 0.617585
1.841842, 0.621511
1.851852, 0.625464
1.861862, 0.629446
1.871872, 0.633455
1.881882, 0.637493
1.891892, 0.641561
1.901902, 0.645657
1.911912, 0.649784
1.921922, 0.653940
1.931932, 0.658128
1.941942, 0.662346
1.951952, 0.666597
1.961962, 0.670879
1.971972, 0.675194
1.981982, 0.679541
1.991992, 0.683922
2.002002, 0.688337
2.012012, 0.692786
2.022022, 0.697270
2.032032, 0.701789
2.042042, 0.706344
2.052052, 0.710935
2.062062, 0.715562
2.072072, 0.720227
2.082082, 0.724930
2.092092, 0.729670
2.102102, 0.734450
2.112112, 0.739268
2.122122, 0.744126
2.132132, 0.749025
2.142142, 0.753964
2.152152, 0.758944
2.162162, 0.763966
2.172172, 0.769031
